n.title,avgrating
Midnight in the Garden of Good and Evil (1997),3.1625
Cool Runnings (1993),3.161764705882353
"Kiss Me, Guido (1997)",3.161290322580645
Tin Cup (1996),3.160621761658031
Fear (1996),3.159090909090909
Bram Stoker's Dracula (1992),3.158333333333333
Liar Liar (1997),3.156701030927835
Home for the Holidays (1995),3.1551724137931036
Things to Do in Denver when You're Dead (1995),3.1549295774647885
Manny & Lo (1996),3.1538461538461537
Only You (1994),3.1538461538461537
"Corrina, Corrina (1994)",3.1538461538461537
Demolition Man (1993),3.152173913043478
Eraser (1996),3.150485436893204
"Jackal, The (1997)",3.1494252873563218
Pollyanna (1960),3.1481481481481484
"Fox and the Hound, The (1981)",3.1475409836065573
Boys on the Side (1995),3.1470588235294117
Fallen (1998),3.1463414634146343
"River Wild, The (1994)",3.143835616438356
Jack (1996),3.142857142857143
Wild Reeds (1994),3.142857142857143
Just Cause (1995),3.142857142857143
Palmetto (1998),3.142857142857143
City Hall (1996),3.1392405063291138
Lost Highway (1997),3.136
Princess Caraboo (1994),3.1333333333333333
"Bye Bye, Love (1995)",3.1333333333333333
Inventing the Abbotts (1997),3.130434782608696
Ruby in Paradise (1993),3.130434782608696
Mother (1996),3.1301775147928996
Kingpin (1996),3.1296296296296298
"Aristocats, The (1970)",3.1296296296296298
James and the Giant Peach (1996),3.126984126984127
"Saint, The (1997)",3.1234177215189876
Nixon (1995),3.1222222222222222
From Dusk Till Dawn (1996),3.119565217391304
Farinelli: il castrato (1994),3.1176470588235294
"Craft, The (1996)",3.1153846153846154
Fierce Creatures (1997),3.1145833333333335
Andre (1994),3.111111111111111
Afterglow (1997),3.111111111111111
Star Trek III: The Search for Spock (1984),3.111111111111111
"Devil's Own, The (1997)",3.1083333333333334
Bad Boys (1995),3.1052631578947367
Surviving Picasso (1996),3.1052631578947367
Dirty Dancing (1987),3.1020408163265305
Wyatt Earp (1994),3.1
"Santa Clause, The (1994)",3.097560975609756
Alien: Resurrection (1997),3.096774193548387
Timecop (1994),3.096774193548387
"Parent Trap, The (1961)",3.095890410958904
Love Jones (1997),3.0952380952380953
"Fan, The (1996)",3.09375
"Chamber, The (1996)",3.0930232558139537
Critical Care (1997),3.090909090909091
Anna Karenina (1997),3.090909090909091
Home Alone (1990),3.0875912408759123
Murder at 1600 (1997),3.0871559633027523
Live Nude Girls (1995),3.0869565217391304
Speechless (1994),3.0833333333333335
Dragonheart (1996),3.0822784810126582
Billy Madison (1995),3.081081081081081
Tin Men (1987),3.0784313725490198
Casper (1995),3.076923076923077
Kids in the Hall: Brain Candy (1996),3.076923076923077
"Life Less Ordinary, A (1997)",3.0754716981132075
Spanking the Monkey (1994),3.074074074074074
Bedknobs and Broomsticks (1971),3.0701754385964914
To Gillian on Her 37th Birthday (1996),3.0681818181818183
Mary Shelley's Frankenstein (1994),3.0677966101694913
With Honors (1994),3.0652173913043477
Romy and Michele's High School Reunion (1997),3.061224489795918
Kids (1995),3.061224489795918
I Know What You Did Last Summer (1997),3.06
Beyond Rangoon (1995),3.0555555555555554
So I Married an Axe Murderer (1993),3.0526315789473686
Star Maps (1997),3.0526315789473686
"Adventures of Pinocchio, The (1996)",3.051282051282051
Ace Ventura: Pet Detective (1994),3.0485436893203883
Conan the Barbarian (1981),3.046728971962617
Nick of Time (1995),3.0454545454545454
Mrs. Winterbourne (1996),3.0454545454545454
"House of the Spirits, The (1993)",3.0416666666666665
Grumpier Old Men (1995),3.0405405405405403
"Arrival, The (1996)",3.036144578313253
"Ref, The (1994)",3.0344827586206895
Star Trek: The Motion Picture (1979),3.034188034188034
Four Rooms (1995),3.033333333333333
Broken Arrow (1996),3.031496062992126
Eye for an Eye (1996),3.03125
"Howling, The (1981)",3.026315789473684
"Cook the Thief His Wife & Her Lover, The (1989)",3.024390243902439
187 (1997),3.024390243902439
First Knight (1995),3.0232558139534884
Junior (1994),3.022222222222222
Cliffhanger (1993),3.021505376344086
Barcelona (1994),3.018867924528302
"First Wives Club, The (1996)",3.01875
She's the One (1996),3.0136986301369864
"Net, The (1995)",3.0083333333333333
Romeo Is Bleeding (1993),3.0
Disclosure (1994),3.0
Robert A. Heinlein's The Puppet Masters (1994),3.0
Jude (1996),3.0
"House of Yes, The (1997)",3.0
"Crossing Guard, The (1995)",3.0
Body Snatchers (1993),3.0
Dumb & Dumber (1994),3.0
"Shaggy Dog, The (1959)",3.0
Fools Rush In (1997),3.0
Renaissance Man (1994),3.0
Balto (1995),3.0
Carried Away (1996),3.0
I'm Not Rappaport (1996),3.0
Blink (1994),3.0
Clockers (1995),3.0
Losing Isaiah (1995),3.0
Sirens (1994),2.983050847457627
Evita (1996),2.9806949806949805
"Doors, The (1991)",2.9782608695652173
Tales From the Crypt Presents: Demon Knight (1995),2.9767441860465116
Escape to Witch Mountain (1975),2.966666666666667
FairyTale: A True Story (1997),2.966666666666667
Reality Bites (1994),2.961038961038961
Private Benjamin (1980),2.955223880597015
Natural Born Killers (1994),2.953125
"Lost World: Jurassic Park, The (1997)",2.9430379746835444
Mute Witness (1994),2.9411764705882355
Body Snatchers (1993),2.9393939393939394
"Prophecy, The (1995)",2.9375
Dante's Peak (1997),2.933333333333333
Money Talks (1997),2.933333333333333
Foxfire (1996),2.933333333333333
Fire Down Below (1997),2.9318181818181817
Hoodlum (1997),2.9315068493150687
"Evening Star, The (1996)",2.9310344827586206
Nine Months (1995),2.9310344827586206
Sphere (1998),2.926829268292683
"Preacher's Wife, The (1996)",2.926470588235294
First Kid (1996),2.925
Palookaville (1996),2.923076923076923
Kicking and Screaming (1995),2.923076923076923
"Man Who Knew Too Little, The (1997)",2.923076923076923
Angels in the Outfield (1994),2.923076923076923
Metro (1997),2.9166666666666665
"Nutty Professor, The (1996)",2.914110429447853
"Davy Crockett, King of the Wild Frontier (1955)",2.909090909090909
Tommy Boy (1995),2.909090909090909
"Truman Show, The (1998)",2.909090909090909
101 Dalmatians (1996),2.908256880733945
Rising Sun (1993),2.9069767441860463
Hard Rain (1998),2.903225806451613
Georgia (1995),2.9
"Goofy Movie, A (1995)",2.9
Father of the Bride Part II (1995),2.8984375
Judge Dredd (1995),2.8974358974358974
Cat People (1982),2.8958333333333335
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052633
"Shadow, The (1994)",2.888888888888889
Diabolique (1996),2.887323943661972
In the Mouth of Madness (1995),2.8846153846153846
"Smile Like Yours, A (1997)",2.88
"Relic, The (1997)",2.88
Mulholland Falls (1996),2.8780487804878048
Mortal Kombat (1995),2.877551020408163
Bastard Out of Carolina (1996),2.875
Party Girl (1995),2.875
Little Big League (1994),2.875
Assassins (1995),2.871794871794872
Cemetery Man (Dellamorte Dellamore) (1994),2.869565217391304
Species (1995),2.8666666666666667
Shadow Conspiracy (1997),2.8636363636363638
Blood & Wine (1997),2.8636363636363638
Deceiver (1997),2.857142857142857
Tank Girl (1995),2.8536585365853657
Kiss of Death (1995),2.85
Mars Attacks! (1996),2.847926267281106
Before and After (1996),2.8461538461538463
Aladdin and the King of Thieves (1996),2.8461538461538463
"Transformers: The Movie, The (1986)",2.84375
Cats Don't Dance (1997),2.84375
"Apple Dumpling Gang, The (1975)",2.84
"Program, The (1993)",2.838709677419355
Threesome (1994),2.838709677419355
Multiplicity (1996),2.8358208955223883
Firestorm (1998),2.8333333333333335
For Love or Money (1993),2.8333333333333335
Love Affair (1994),2.8333333333333335
Shiloh (1997),2.8333333333333335
Houseguest (1994),2.8333333333333335
Alien 3 (1992),2.83
Until the End of the World (Bis ans Ende der Welt) (1991),2.8260869565217392
Switchback (1997),2.823529411764706
Blues Brothers 2000 (1998),2.8214285714285716
Mary Reilly (1996),2.8205128205128207
"Indian in the Cupboard, The (1995)",2.8205128205128207
"Juror, The (1996)",2.817073170731707
Addams Family Values (1993),2.8160919540229883
Serial Mom (1994),2.814814814814815
Boomerang (1992),2.8125
"Air Up There, The (1994)",2.8125
Volcano (1997),2.808219178082192
Waterworld (1995),2.803921568627451
"Brady Bunch Movie, The (1995)",2.8026315789473686
Cobb (1994),2.8
Wes Craven's New Nightmare (1994),2.8
Maximum Risk (1996),2.8
Beavis and Butt-head Do America (1996),2.7884615384615383
Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174
Homeward Bound II: Lost in San Francisco (1996),2.78125
"Love Bug, The (1969)",2.78
Space Jam (1996),2.774193548387097
Young Guns II (1990),2.772727272727273
Oliver & Company (1988),2.772727272727273
Daylight (1996),2.7719298245614037
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.7714285714285714
Something to Talk About (1995),2.769230769230769
Hot Shots! Part Deux (1993),2.764705882352941
How to Be a Player (1997),2.761904761904762
Muppet Treasure Island (1996),2.761904761904762
Girl 6 (1996),2.76
Blown Away (1994),2.7586206896551726
If Lucy Fell (1996),2.7586206896551726
Flubber (1997),2.7547169811320753
"Glimmer Man, The (1996)",2.75
Drop Dead Fred (1991),2.75
Exit to Eden (1994),2.75
Last Action Hero (1993),2.7457627118644066
Mimic (1997),2.742574257425743
"Fog, The (1980)",2.739130434782609
Virtuosity (1995),2.736842105263158
She's So Lovely (1997),2.7358490566037736
Color of Night (1994),2.7333333333333334
Milk Money (1994),2.72972972972973
"Kid in King Arthur's Court, A (1995)",2.727272727272727
Wild Things (1998),2.727272727272727
Sudden Death (1995),2.723404255319149
Candyman (1992),2.723076923076923
"Little Rascals, The (1994)",2.7222222222222223
Dead Presidents (1995),2.7222222222222223
Pete's Dragon (1977),2.7209302325581395
"Blob, The (1958)",2.717391304347826
Days of Thunder (1990),2.7169811320754715
Kull the Conqueror (1997),2.7142857142857144
Down Periscope (1996),2.702970297029703
Money Talks (1997),2.702127659574468
Wolf (1994),2.701492537313433
Chain Reaction (1996),2.7
Harriet the Spy (1996),2.7
"Prophecy II, The (1998)",2.7
Eddie (1996),2.7
Hard Target (1993),2.7
"Substitute, The (1996)",2.693877551020408
"Heidi Fleiss: Hollywood Madam (1995) ",2.6923076923076925
Alaska (1996),2.6923076923076925
Gang Related (1997),2.6875
George of the Jungle (1997),2.685185185185185
Out to Sea (1997),2.6842105263157894
Amos & Andrew (1993),2.6842105263157894
Batman Returns (1992),2.683098591549296
Village of the Damned (1995),2.6818181818181817
Judgment Night (1993),2.68
"Portrait of a Lady, The (1996)",2.68
Terminal Velocity (1994),2.676470588235294
Ace Ventura: When Nature Calls (1995),2.675675675675676
"Scout, The (1994)",2.6666666666666665
Jaws 2 (1978),2.6666666666666665
April Fool's Day (1986),2.6666666666666665
Batman Forever (1995),2.6666666666666665
Last Man Standing (1996),2.660377358490566
Bean (1997),2.659340659340659
Screamers (1995),2.652173913043478
Fled (1996),2.6470588235294117
Angus (1995),2.642857142857143
"Perez Family, The (1995)",2.642857142857143
Tales from the Crypt Presents: Bordello of Blood (1996),2.6363636363636362
American Buffalo (1996),2.6363636363636362
Black Sheep (1996),2.6363636363636362
Johnny Mnemonic (1995),2.6341463414634148
Fatal Instinct (1993),2.6315789473684212
Playing God (1997),2.627906976744186
Feeling Minnesota (1996),2.625
High School High (1996),2.6206896551724137
Weekend at Bernie's (1989),2.6166666666666667
Spawn (1997),2.6153846153846154
Hackers (1995),2.606060606060606
Miami Rhapsody (1995),2.6
Two if by Sea (1996),2.6
Robin Hood: Men in Tights (1993),2.5892857142857144
Striking Distance (1993),2.5833333333333335
Fathers' Day (1997),2.5806451612903225
D3: The Mighty Ducks (1996),2.5789473684210527
"Phantom, The (1996)",2.575
Event Horizon (1997),2.574803149606299
Barbarella (1968),2.5714285714285716
Sgt. Bilko (1996),2.5675675675675675
"Amityville Horror, The (1979)",2.5660377358490565
Turbulence (1997),2.5652173913043477
Cabin Boy (1994),2.5625
Kull the Conqueror (1997),2.5588235294117645
Air Bud (1997),2.558139534883721
Drop Zone (1994),2.5483870967741935
Crash (1996),2.546875
Bogus (1996),2.5454545454545454
City Slickers II: The Legend of Curly's Gold (1994),2.5454545454545454
Excess Baggage (1997),2.5384615384615383
Mixed Nuts (1994),2.533333333333333
Pocahontas (1995),2.5294117647058822
Trial and Error (1997),2.5217391304347827
House Arrest (1996),2.52
Heaven's Prisoners (1996),2.5185185185185186
Made in America (1993),2.5185185185185186
"Quest, The (1996)",2.5185185185185186
Operation Dumbo Drop (1995),2.5161290322580645
That Darn Cat! (1997),2.515151515151515
Spy Hard (1996),2.511627906976744
Money Train (1995),2.511627906976744
Waiting to Exhale (1995),2.5
Marked for Death (1990),2.5
Dear God (1996),2.5
Another Stakeout (1993),2.5
Wild Bill (1995),2.5
Half Baked (1998),2.5
Son in Law (1993),2.4871794871794872
Mouse Hunt (1997),2.477272727272727
Major Payne (1994),2.473684210526316
That Darn Cat! (1965),2.473684210526316
Madonna: Truth or Dare (1991),2.4705882352941178
Escape from L.A. (1996),2.4615384615384617
Under Siege 2: Dark Territory (1995),2.4583333333333335
Free Willy (1993),2.4545454545454546
Surviving the Game (1994),2.4545454545454546
Congo (1995),2.4523809523809526
Batman & Robin (1997),2.4516129032258065
Flipper (1996),2.45
Thinner (1996),2.4489795918367347
"Lawnmower Man, The (1992)",2.4461538461538463
Wishmaster (1997),2.4444444444444446
Cutthroat Island (1995),2.4444444444444446
Jungle2Jungle (1997),2.4393939393939394
Fluke (1995),2.4285714285714284
Deep Rising (1998),2.4285714285714284
Candyman: Farewell to the Flesh (1995),2.4285714285714284
For Richer or Poorer (1997),2.4285714285714284
"Funeral, The (1996)",2.4285714285714284
Richie Rich (1994),2.4285714285714284
Lord of Illusions (1995),2.4166666666666665
"Thin Line Between Love and Hate, A (1996)",2.4166666666666665
Stephen King's The Langoliers (1995),2.413793103448276
Canadian Bacon (1994),2.413793103448276
Rocket Man (1997),2.4081632653061225
Sliver (1993),2.4054054054054053
Vegas Vacation (1997),2.4
"Rich Man's Wife, The (1996)",2.4
"Very Brady Sequel, A (1996)",2.3978494623655915
Star Trek V: The Final Frontier (1989),2.3968253968253967
Beverly Hills Cop III (1994),2.392857142857143
Airheads (1994),2.34375
"Cable Guy, The (1996)",2.339622641509434
"Getaway, The (1994)",2.3333333333333335
"Pallbearer, The (1996)",2.3181818181818183
"Beautician and the Beast, The (1997)",2.313953488372093
Beverly Hills Ninja (1997),2.3125
Cops and Robbersons (1994),2.3076923076923075
Mr. Wrong (1996),2.3043478260869565
"Road to Wellville, The (1994)",2.2941176470588234
Jade (1995),2.2941176470588234
Anaconda (1997),2.289473684210526
Dracula: Dead and Loving It (1995),2.28
In the Army Now (1994),2.2777777777777777
Mighty Morphin Power Rangers: The Movie (1995),2.272727272727273
Herbie Rides Again (1974),2.272727272727273
Kansas City (1996),2.260869565217391
"Pagemaster, The (1994)",2.25
"Believers, The (1987)",2.25
"Beverly Hillbillies, The (1993)",2.25
"Specialist, The (1994)",2.25
Joe's Apartment (1996),2.2444444444444445
Keys to Tulsa (1997),2.24
Striptease (1996),2.2388059701492535
Double Team (1997),2.230769230769231
Phantoms (1998),2.230769230769231
Coneheads (1993),2.2195121951219514
"Cowboy Way, The (1994)",2.210526315789474
Celtic Pride (1996),2.2
Boxing Helena (1993),2.2
Halloween: The Curse of Michael Myers (1995),2.2
McHale's Navy (1997),2.1884057971014492
"Addiction, The (1995)",2.1818181818181817
Free Willy 2: The Adventure Home (1995),2.1818181818181817
Fair Game (1995),2.1818181818181817
Booty Call (1997),2.1666666666666665
"NeverEnding Story III, The (1994)",2.1666666666666665
Audrey Rose (1977),2.1666666666666665
Steel (1997),2.1578947368421053
"Island of Dr. Moreau, The (1996)",2.1578947368421053
Heavyweights (1994),2.1538461538461537
Poison Ivy II (1995),2.1538461538461537
Mad Love (1995),2.1538461538461537
Speed 2: Cruise Control (1997),2.1315789473684212
Highlander III: The Sorcerer (1994),2.125
Stuart Saves His Family (1995),2.125
Spice World (1997),2.1153846153846154
Jingle All the Way (1996),2.111111111111111
Super Mario Bros. (1993),2.076923076923077
"Flintstones, The (1994)",2.064516129032258
Tales from the Hood (1995),2.037037037037037
"Stupids, The (1996)",2.0
Grease 2 (1982),2.0
Jury Duty (1995),2.0
Hellraiser: Bloodline (1996),2.0
Showgirls (1995),1.9565217391304348
Mortal Kombat: Annihilation (1997),1.9534883720930232
"Crow: City of Angels, The (1996)",1.9487179487179487
Jaws 3-D (1983),1.9375
Barb Wire (1996),1.9333333333333333
Mr. Magoo (1997),1.9166666666666667
Bio-Dome (1996),1.903225806451613
Home Alone 3 (1997),1.894736842105263
All Dogs Go to Heaven 2 (1996),1.8666666666666667
Big Bully (1996),1.8571428571428572
Leave It to Beaver (1997),1.8409090909090908
Solo (1996),1.8333333333333333
Ready to Wear (Pret-A-Porter) (1994),1.8333333333333333
Gone Fishin' (1997),1.8181818181818181
Free Willy 3: The Rescue (1997),1.7407407407407407
Robocop 3 (1993),1.7272727272727273
Lawnmower Man 2: Beyond Cyberspace (1996),1.7142857142857142
Amityville II: The Possession (1982),1.6428571428571428
Body Parts (1991),1.6153846153846154
Children of the Corn: The Gathering (1996),1.3157894736842106
